wallet_address,account_age_days,total_transactions,total_volume,current_balance,average_balance,balance_stability_score,transaction_frequency_score,asset_diversity_score,dapp_usage_score,unique_counterparties,avg_transaction_size,risk_category,credit_score
SYNTH_MEDIUM_RISK_69261,258,153,240262.7958958042,38666,46746.28765291868,56.37547767861535,100.0,60,30,23,278.1726618705036,medium_risk,669
SYNTH_MEDIUM_RISK_12766,350,88,27683.130810291557,5904,6399.042295122276,73.33135439714523,81.58603899151785,0,0,9,85.56521739130434,medium_risk,687
SYNTH_MEDIUM_RISK_41232,612,202,339952.9897370825,36682,37208.27687492242,80.07081979612305,100.0,0,0,40,217.0532544378698,medium_risk,725
SYNTH_MEDIUM_RISK_90868,604,194,287165.83719188365,32617,23774.220574277377,74.45390295602317,100.0,40,15,48,202.59006211180125,medium_risk,753
SYNTH_MEDIUM_RISK_72134,687,232,86600.32053246541,36902,33900.246915136064,48.93907961903033,100.0,20,0,43,189.24102564102563,medium_risk,590
SYNTH_MEDIUM_RISK_97519,533,84,148582.68853259739,38460,36499.589818480206,60.10539953466417,53.17010431247034,40,45,42,699.2727272727273,medium_risk,714
SYNTH_MEDIUM_RISK_19179,242,49,121307.0212462532,26420,19275.18975334965,58.121351833827894,64.18821420069445,60,30,25,733.8888888888889,medium_risk,684
SYNTH_MEDIUM_RISK_11573,120,110,297837.7381257826,45588,39340.59103690991,72.70509384582476,100.0,20,15,2,438.34615384615387,medium_risk,702
SYNTH_MEDIUM_RISK_16714,631,63,158612.46200668009,16164,20500.314694987694,63.49167570908953,34.58205408557807,40,45,12,557.3793103448276,medium_risk,753
SYNTH_MEDIUM_RISK_81016,702,182,257300.10127391416,41912,30100.77771253702,52.9847597883607,87.58589230266864,0,60,3,291.05555555555554,medium_risk,693
SYNTH_MEDIUM_RISK_19825,396,96,103844.70766053701,12946,10391.559878567528,66.54145462177637,79.69173671069873,60,60,7,172.61333333333334,medium_risk,679
SYNTH_MEDIUM_RISK_38401,506,114,84201.10378192694,18578,21722.116809063577,82.29606550393132,75.30568830980044,20,45,48,213.54022988505747,medium_risk,696
SYNTH_MEDIUM_RISK_99218,609,143,205711.89379178037,31101,35568.56140569514,54.7573461461137,79.03625861610661,0,30,33,282.73636363636365,medium_risk,619
SYNTH_MEDIUM_RISK_50131,707,111,92583.87894143604,23987,21074.947102235874,71.66135887293477,54.56844909480645,20,45,16,328.5890410958904,medium_risk,627
SYNTH_MEDIUM_RISK_46232,164,177,237517.3703603662,35851,26226.87491532738,58.41301307375391,100.0,80,0,29,212.1360946745562,medium_risk,704
SYNTH_MEDIUM_RISK_74136,198,56,357414.2665516722,39645,46933.73342488498,73.17935401991511,89.91222603614246,80,60,6,861.8478260869565,medium_risk,645
SYNTH_MEDIUM_RISK_15351,332,80,360487.42053822597,49457,47651.83504594718,59.29908268462674,77.99634215890437,20,30,22,797.6935483870968,medium_risk,697
SYNTH_MEDIUM_RISK_87027,130,74,135477.9690150193,26041,23912.96242341186,66.67531453940376,100.0,40,75,17,388.67164179104475,medium_risk,790
SYNTH_MEDIUM_RISK_80921,416,195,111007.71693619099,25827,19268.49271214605,54.22602800361608,100.0,20,60,18,149.28901734104045,medium_risk,669
SYNTH_MEDIUM_RISK_67872,207,144,122652.37963095108,19640,19725.85534034484,79.25000177774511,100.0,100,60,35,147.66917293233084,medium_risk,722
SYNTH_MEDIUM_RISK_45470,394,184,164223.48382084482,25660,27067.308528991678,72.5218554062968,100.0,60,0,36,157.42331288343559,medium_risk,589
SYNTH_MEDIUM_RISK_14225,663,162,60669.43660334173,7654,5471.29831590367,67.18526470545333,82.48232566466729,20,0,48,60.74603174603175,medium_risk,609
SYNTH_MEDIUM_RISK_27752,158,55,339208.55609821173,44342,57482.62722930421,64.3958042495702,100.0,60,30,33,943.4468085106383,medium_risk,656
SYNTH_MEDIUM_RISK_18678,234,154,281824.09183896525,38278,47490.700946437646,60.26937979519049,100.0,40,30,47,269.5633802816901,medium_risk,729
SYNTH_MEDIUM_RISK_72054,296,142,412683.3900793785,48553,55654.77730079392,69.97088301975516,100.0,20,15,43,385.3412698412698,medium_risk,619
SYNTH_MEDIUM_RISK_99299,138,157,101697.26755407911,14627,15368.140474018697,81.91000526340254,100.0,40,30,34,97.51333333333334,medium_risk,658
SYNTH_MEDIUM_RISK_78956,394,127,136437.53422380952,14861,10741.082564656832,72.26070384528538,100.0,20,45,12,140.19811320754718,medium_risk,686
SYNTH_MEDIUM_RISK_65541,509,198,143557.57814249475,20615,24259.891581925705,76.38791082881541,100.0,20,30,23,120.55555555555556,medium_risk,774
SYNTH_MEDIUM_RISK_28773,720,156,76559.55119086355,32983,26387.96145399356,74.52367266323178,74.03122902674154,60,15,9,281.9059829059829,medium_risk,779
SYNTH_MEDIUM_RISK_48751,455,165,299343.3529528612,43986,56200.999289890846,67.32468425515529,100.0,20,45,47,311.9574468085106,medium_risk,767
SYNTH_MEDIUM_RISK_42162,339,108,102320.97243994563,14027,16781.428307593214,70.84559792305915,100.0,60,45,44,155.85555555555555,medium_risk,772
SYNTH_MEDIUM_RISK_62018,661,79,172144.25264839127,37827,46029.56967399001,55.92575558339306,41.426018196062294,40,45,20,879.6976744186046,medium_risk,681
SYNTH_MEDIUM_RISK_60978,425,166,75831.83942389919,26785,19269.694710002714,54.117620446628756,100.0,60,15,49,187.30769230769232,medium_risk,649
SYNTH_MEDIUM_RISK_99971,245,128,157346.29543357395,21523,21823.349782270256,67.91987784455928,100.0,40,45,34,187.15652173913043,medium_risk,683
SYNTH_MEDIUM_RISK_54954,258,43,14371.685212507127,3355,2947.7136944241092,75.31844932725191,52.641878402149445,20,60,29,115.6896551724138,medium_risk,614
SYNTH_MEDIUM_RISK_62784,589,121,50143.07210518145,5789,4417.765848084212,60.83437222482597,69.35117483317393,60,45,8,65.04494382022472,medium_risk,729
SYNTH_MEDIUM_RISK_95504,479,167,222481.06460561047,23888,24263.272980670943,67.23419125169875,100.0,20,15,44,169.41843971631207,medium_risk,701
SYNTH_MEDIUM_RISK_84736,386,48,95020.24395642942,17287,12350.223797363326,77.2019563292598,40.44355744910236,40,15,10,640.2592592592592,medium_risk,694
SYNTH_MEDIUM_RISK_96840,148,38,148317.94354608256,17060,19380.502061712774,56.029920249580506,79.12861904145905,20,0,12,568.6666666666666,medium_risk,709
SYNTH_MEDIUM_RISK_71388,222,107,272830.1915296559,34756,38438.39897338794,75.74832142131847,100.0,20,0,4,365.85263157894735,medium_risk,648
SYNTH_MEDIUM_RISK_80185,391,153,284798.9926342101,40396,31622.738110169998,83.99867552673807,100.0,0,75,45,306.030303030303,medium_risk,654
SYNTH_MEDIUM_RISK_67811,504,138,37681.43789135304,18386,18319.669917319137,63.47617734652862,90.74379823708202,40,0,18,165.63963963963963,medium_risk,673
SYNTH_MEDIUM_RISK_92684,345,208,4334.693131125814,1146,1485.8804282036572,66.39210196365566,100.0,0,30,24,6.031578947368421,medium_risk,668
SYNTH_MEDIUM_RISK_98612,447,205,151357.85625300402,17518,21788.50022116579,60.464691125995834,100.0,60,60,38,96.78453038674033,medium_risk,739
SYNTH_MEDIUM_RISK_46126,321,96,217943.4039923039,48941,45378.32994178457,85.02526726508187,96.70533059345149,20,15,40,619.506329113924,medium_risk,707
SYNTH_MEDIUM_RISK_93762,692,128,279682.1801009203,34132,35070.08018028692,68.65109547151395,63.74992907383148,40,90,10,375.0769230769231,medium_risk,714
SYNTH_MEDIUM_RISK_59939,442,214,19906.58673257738,5278,3698.5800196531213,70.33372737950783,100.0,60,30,28,27.778947368421054,medium_risk,674
SYNTH_MEDIUM_RISK_38794,252,168,140236.0223815463,32288,28331.418106455098,84.50253346493429,100.0,0,15,29,208.30967741935484,medium_risk,775
SYNTH_MEDIUM_RISK_37133,105,158,53710.34601097304,7733,9487.684416322836,69.31613681480943,100.0,0,60,32,50.54248366013072,medium_risk,711
SYNTH_MEDIUM_RISK_92283,659,56,107731.01971220532,26261,22172.759369650354,51.54862849390676,29.319960436289595,20,30,20,1313.05,medium_risk,650
SYNTH_MEDIUM_RISK_57628,631,119,26670.48528958669,7157,6745.769182725892,72.39803479958897,64.34950308791973,0,90,43,84.2,medium_risk,672
SYNTH_MEDIUM_RISK_26472,715,132,239027.7726296349,24581,19870.942163837735,66.11188108906855,63.472724662087785,20,15,22,264.31182795698925,medium_risk,627
SYNTH_MEDIUM_RISK_39230,511,61,284936.46325564437,40103,29631.541062918106,57.582714108083124,40.00944883324894,40,75,22,1215.2424242424242,medium_risk,712
SYNTH_MEDIUM_RISK_75896,205,121,184690.3651779418,33655,25779.01977446354,62.44518702278452,100.0,60,45,30,305.95454545454544,medium_risk,686
SYNTH_MEDIUM_RISK_68308,528,131,248658.12141914706,38459,33036.552977825224,60.94463852927698,82.93673688565912,40,45,23,373.3883495145631,medium_risk,626
SYNTH_MEDIUM_RISK_52077,441,85,54154.48165940093,22437,26039.41900094791,76.33742968498363,63.76833512072333,40,0,10,367.8196721311475,medium_risk,611
SYNTH_MEDIUM_RISK_48458,548,87,305067.3131921576,43592,33572.297862967025,62.42918260562691,53.59106363443483,80,30,34,764.7719298245614,medium_risk,647
SYNTH_MEDIUM_RISK_77639,97,79,151751.5563737379,42093,54457.913227081925,81.61149198979712,100.0,40,15,37,568.8243243243244,medium_risk,738
SYNTH_MEDIUM_RISK_65305,474,95,32341.76062194233,3921,4440.163202401059,43.683411735600465,67.1255384256936,60,45,37,56.01428571428571,medium_risk,701
SYNTH_MEDIUM_RISK_59089,141,125,92953.92696562427,28216,20261.522388407844,60.75313382093701,100.0,80,30,37,239.11864406779662,medium_risk,672
SYNTH_MEDIUM_RISK_40936,282,35,214761.06337231636,35746,32533.190813342422,51.322450693441596,39.1941904369614,60,30,17,1787.3,medium_risk,665
SYNTH_MEDIUM_RISK_20327,252,52,51322.465348726975,13651,14429.753529137872,68.55671258898231,66.28003099633203,60,60,23,350.02564102564105,medium_risk,681
SYNTH_MEDIUM_RISK_91259,587,149,149065.906327154,23943,22203.04848815713,70.28981338309147,84.84874716894805,20,15,35,204.64102564102564,medium_risk,657
SYNTH_MEDIUM_RISK_42992,208,199,199673.48934157394,43981,44101.807087253816,63.109407752745376,100.0,60,15,2,233.94148936170214,medium_risk,760
SYNTH_MEDIUM_RISK_68247,610,160,105329.51511023748,13164,15116.406452541018,61.07661898732177,87.86603821836493,60,0,19,103.65354330708661,medium_risk,714
SYNTH_MEDIUM_RISK_53232,369,63,251014.6920839331,47007,55356.47998362134,71.89301675490852,55.75376501029429,60,45,8,1093.1860465116279,medium_risk,661
SYNTH_MEDIUM_RISK_75298,163,156,306269.1378253582,31036,25550.509715014345,62.165345482932366,100.0,60,15,10,209.7027027027027,medium_risk,617
SYNTH_MEDIUM_RISK_91344,601,225,412479.2739682711,45879,45905.47657892477,59.94601291473811,100.0,20,45,33,237.71502590673575,medium_risk,608
SYNTH_MEDIUM_RISK_45854,348,40,140090.6958605986,22891,22615.287368199748,61.6469789745656,36.67130860938361,20,15,18,1090.047619047619,medium_risk,696
SYNTH_MEDIUM_RISK_99761,624,184,53133.97972786145,17029,16015.56106855174,79.01523241130674,98.21716374077624,60,45,16,113.52666666666667,medium_risk,717
SYNTH_MEDIUM_RISK_28256,222,36,126344.87551438095,16091,20487.8177416554,78.92268135794875,50.48702199565355,100,45,24,670.4583333333334,medium_risk,749
SYNTH_MEDIUM_RISK_73647,523,179,21047.19540243725,3728,4206.5470564286625,59.478279299883475,100.0,80,60,17,24.688741721854306,medium_risk,743
SYNTH_MEDIUM_RISK_19895,222,156,150816.69440278827,20040,25573.305682439342,62.25769486756487,100.0,40,30,17,139.16666666666666,medium_risk,595
SYNTH_MEDIUM_RISK_75997,658,60,49800.99472920877,17909,20357.902267498055,51.74084869717281,31.496618560988136,100,0,1,746.2083333333334,medium_risk,734
SYNTH_MEDIUM_RISK_37011,311,115,69101.6958578009,30895,28354.366831159943,60.86273323277907,100.0,100,75,37,315.2551020408163,medium_risk,665
SYNTH_MEDIUM_RISK_89756,191,192,296433.69621939596,41984,38662.98617931947,64.03473094992214,100.0,20,30,3,230.6813186813187,medium_risk,679
SYNTH_MEDIUM_RISK_80889,330,126,116410.30969199461,12308,15464.170151621902,49.75518928353681,100.0,40,15,6,113.96296296296296,medium_risk,666
SYNTH_MEDIUM_RISK_49314,128,37,29636.65119801655,13911,11190.54372928384,69.10097018193933,88.50043079863192,60,30,12,463.7,medium_risk,758
SYNTH_MEDIUM_RISK_57965,620,90,257614.1984725956,25868,22801.066946561594,64.98361318663022,50.13494269387457,20,30,48,453.82456140350877,medium_risk,699
SYNTH_MEDIUM_RISK_11378,178,156,24019.91900908201,4301,5522.416249358672,63.19605894803807,100.0,40,15,1,29.258503401360546,medium_risk,692
SYNTH_MEDIUM_RISK_72137,301,52,94288.20914196337,16288,13872.451602006977,65.64317200861157,55.73185823885696,100,45,32,452.44444444444446,medium_risk,685
SYNTH_MEDIUM_RISK_68396,429,94,33852.526596947304,3751,4446.629662347007,59.320298599689536,72.41973410835236,20,0,26,52.83098591549296,medium_risk,663
SYNTH_MEDIUM_RISK_68398,320,138,231724.25558554192,48930,38736.5287796249,73.114119113594,100.0,20,15,47,404.3801652892562,medium_risk,723
SYNTH_MEDIUM_RISK_87080,471,45,100909.22207915189,11156,9557.08277669186,47.48653189731952,31.88206048563019,20,30,2,557.8,medium_risk,613
SYNTH_MEDIUM_RISK_58555,329,97,81411.4180735768,13937,14764.578806267511,57.8054790779047,94.9613115574866,0,45,3,176.41772151898735,medium_risk,711
SYNTH_MEDIUM_RISK_88747,563,192,343810.7276931818,45392,37034.139179150916,71.50520237234747,100.0,40,15,43,280.1975308641975,medium_risk,715
SYNTH_MEDIUM_RISK_82968,527,118,81520.12579381012,16405,17654.784498378478,62.3377229479193,75.12901404999788,0,30,16,182.27777777777777,medium_risk,709
SYNTH_MEDIUM_RISK_78524,573,63,120172.3067172817,15674,18765.64257261689,56.072838556478395,37.548342118369035,20,15,32,489.8125,medium_risk,671
SYNTH_MEDIUM_RISK_38194,392,189,95074.51079297834,44408,37373.12205723236,67.04968056780474,100.0,20,30,12,264.3333333333333,medium_risk,746
SYNTH_MEDIUM_RISK_98545,705,104,62140.82329476391,15378,15867.360439491456,51.7615126571503,51.35490813376634,40,45,27,233.0,medium_risk,740
SYNTH_MEDIUM_RISK_13671,259,35,286819.21747394075,29293,27680.452059645588,55.79943910874199,42.24191901660487,60,15,21,1394.904761904762,medium_risk,591
SYNTH_MEDIUM_RISK_94597,582,227,236022.43899391106,25544,32480.67881471366,64.59895804151763,100.0,60,30,12,130.3265306122449,medium_risk,732
SYNTH_MEDIUM_RISK_57820,449,134,144040.10195894277,22627,21147.76836722267,57.74486408106421,98.02303313495383,40,0,46,205.7,medium_risk,773
SYNTH_MEDIUM_RISK_54537,475,47,284572.9907189217,41194,40285.835536856284,75.00562372453834,32.619162949276294,20,15,21,1961.6190476190477,medium_risk,600
SYNTH_MEDIUM_RISK_22979,113,89,328607.23060417816,36127,37773.05090445145,70.30440607124845,100.0,80,15,21,435.26506024096386,medium_risk,705
SYNTH_MEDIUM_RISK_80775,636,58,77081.44490365485,9267,11610.851952362702,59.981295009260634,31.70844193650973,80,15,24,386.125,medium_risk,675
SYNTH_MEDIUM_RISK_96057,339,117,285019.83920329576,46471,43268.42509428125,67.21117316080122,100.0,100,15,45,469.4040404040404,medium_risk,762
SYNTH_MEDIUM_RISK_82277,439,163,22107.491976230907,10290,10967.977176360504,44.61748780345851,100.0,20,30,23,74.02877697841727,medium_risk,677
SYNTH_MEDIUM_RISK_83424,238,38,252877.01888124223,30843,26470.712116767383,59.36259473637908,49.83041327266504,40,15,25,1233.72,medium_risk,672
SYNTH_MEDIUM_RISK_39080,682,106,267044.61597591947,32830,36967.28094549416,51.64466765865073,53.7160503306673,20,45,30,475.7971014492754,medium_risk,717
SYNTH_MEDIUM_RISK_99059,414,201,60922.47210275266,23972,22077.969963721687,56.252683737271155,100.0,0,75,9,133.9217877094972,medium_risk,708
SYNTH_MEDIUM_RISK_69327,714,81,30471.46102506555,4827,5686.513558782386,86.92393760350399,39.68065505985068,0,30,25,114.92857142857143,medium_risk,607
SYNTH_MEDIUM_RISK_80904,691,148,162184.3530281975,47025,34186.99057603667,52.76014681312099,73.21075902610934,20,30,24,423.64864864864865,medium_risk,604
SYNTH_MEDIUM_RISK_47602,640,79,67513.01061532034,31451,32304.959683031135,75.75928007391107,42.5351331733694,60,0,5,714.7954545454545,medium_risk,705
SYNTH_MEDIUM_RISK_38941,560,74,130027.00590796096,21828,23523.569487200777,69.45960015344833,45.158869139110124,80,45,3,496.09090909090907,medium_risk,683
SYNTH_MEDIUM_RISK_34118,182,81,162617.9338341668,17879,17375.069803505583,55.817464626689144,100.0,60,0,26,248.31944444444446,medium_risk,628
SYNTH_MEDIUM_RISK_70434,543,59,56359.4115971131,22645,27326.48747680112,71.85204247077961,37.04630844646962,40,75,30,754.8333333333334,medium_risk,673
SYNTH_MEDIUM_RISK_22738,541,127,196774.26175075967,36411,34521.637310867496,52.65449074248242,78.60395908299918,40,30,10,371.5408163265306,medium_risk,701
SYNTH_MEDIUM_RISK_75322,420,219,226763.30396679507,44961,32997.272416267,78.5741406795786,100.0,60,100,17,229.39285714285714,medium_risk,756
SYNTH_MEDIUM_RISK_34271,714,236,260578.57743894192,26460,24679.06223989312,70.05719052124691,100.0,80,15,44,134.31472081218274,medium_risk,659
SYNTH_MEDIUM_RISK_41182,568,162,383326.0806958729,41736,49513.48107451005,60.27999939289378,94.65889184910424,40,0,5,318.59541984732823,medium_risk,614
SYNTH_MEDIUM_RISK_40401,235,155,48493.24561934625,17551,16749.75389379726,67.71360819520805,100.0,20,15,6,122.73426573426573,medium_risk,665
SYNTH_MEDIUM_RISK_84861,532,54,145310.52894532768,24070,22147.707148659745,73.0195534871986,34.13441028706461,100,60,7,962.8,medium_risk,691
SYNTH_MEDIUM_RISK_87271,473,152,208918.951813512,45263,48781.538930904986,65.19336510733423,100.0,40,30,19,356.40157480314963,medium_risk,650
SYNTH_MEDIUM_RISK_55221,561,190,271557.25328140875,36862,41987.43934378755,70.17196954551304,100.0,40,0,46,230.3875,medium_risk,587
SYNTH_MEDIUM_RISK_62195,256,115,124420.55590630541,14891,16963.309485297767,62.84092575832388,100.0,40,45,38,147.43564356435644,medium_risk,655
SYNTH_MEDIUM_RISK_90350,363,50,109887.22061753744,19229,15357.04054352905,54.126354343312244,45.27896287436543,60,15,31,620.2903225806451,medium_risk,620
SYNTH_MEDIUM_RISK_32236,328,140,110312.3089643831,14194,14622.685749539798,69.53127904907419,100.0,100,30,12,115.39837398373983,medium_risk,684
SYNTH_MEDIUM_RISK_94475,139,126,155723.6499551333,32689,25739.83682845904,76.19762949645818,100.0,20,0,28,274.69747899159665,medium_risk,630
SYNTH_MEDIUM_RISK_79269,338,145,310019.26997333264,31420,22474.56366598917,64.2694594787671,100.0,40,15,33,247.4015748031496,medium_risk,651
SYNTH_MEDIUM_RISK_37552,349,169,394799.8044499501,46311,53124.253036229304,59.89086189258309,100.0,0,60,8,308.74,medium_risk,767
SYNTH_MEDIUM_RISK_68602,400,83,107710.50599815967,24226,22894.810964717995,48.35426683920312,68.65408399421656,20,45,33,390.741935483871,medium_risk,727
SYNTH_MEDIUM_RISK_20485,497,135,155891.95009840408,41542,30599.13230436524,75.97020067027016,89.75442130996798,80,15,35,384.64814814814815,medium_risk,665
SYNTH_MEDIUM_RISK_19795,418,76,114414.99744419966,49298,50877.454538747814,55.561630484776416,60.475007970512436,60,45,24,912.925925925926,medium_risk,622
SYNTH_MEDIUM_RISK_83836,513,77,68361.44534626607,25489,26018.34547308504,50.3109049192887,50.43851489368187,40,15,10,520.1836734693877,medium_risk,565
SYNTH_MEDIUM_RISK_56923,303,103,223880.30027395167,48862,57584.29384686569,61.46507615297936,100.0,40,30,35,561.6321839080459,medium_risk,673
SYNTH_MEDIUM_RISK_60469,518,76,259590.91310988512,47576,44390.53466257519,78.62359218207119,49.51825490849622,40,30,11,991.1666666666666,medium_risk,720
SYNTH_MEDIUM_RISK_54651,665,94,114080.61317902291,15450,14858.655244343716,62.293140695646066,48.93479799183729,100,0,40,266.37931034482756,medium_risk,640
SYNTH_MEDIUM_RISK_44320,115,108,119718.34254816668,42132,37653.48075082532,62.57725892253846,100.0,80,30,13,413.05882352941177,medium_risk,663
SYNTH_MEDIUM_RISK_99049,487,70,315472.6298076425,38965,39538.22836035018,83.7003013950743,48.41812217781438,80,75,44,885.5681818181819,medium_risk,743
SYNTH_MEDIUM_RISK_59577,268,70,22424.516642255792,3422,3164.4868489589117,73.48967055647451,83.99996654938568,40,15,28,61.107142857142854,medium_risk,731
SYNTH_MEDIUM_RISK_50794,92,105,215282.58530452137,22426,28936.34416332125,66.40251590139022,100.0,40,0,32,224.26,medium_risk,737
SYNTH_MEDIUM_RISK_47595,634,83,255843.07098712452,32748,29543.844103107927,68.2542821662621,45.340203868033605,60,30,34,668.3265306122449,medium_risk,721
SYNTH_MEDIUM_RISK_16458,464,192,67485.12353391839,16216,18793.001190538893,61.195145989439794,100.0,0,15,25,97.10179640718563,medium_risk,719
SYNTH_MEDIUM_RISK_25941,187,73,285954.6872961087,44183,48523.00558165984,72.62396092198453,100.0,20,15,40,701.3174603174604,medium_risk,611
SYNTH_MEDIUM_RISK_77194,366,195,415644.534646246,44394,56904.04487174461,57.95920871850185,100.0,60,30,41,253.68,medium_risk,622
SYNTH_MEDIUM_RISK_79126,370,73,152933.09823499658,15408,18938.505592752073,74.88314250924894,64.49329843899383,80,45,21,290.7169811320755,medium_risk,740
SYNTH_MEDIUM_RISK_77852,501,49,152052.63458421742,37097,30493.12496377763,84.54742150552198,32.733767721751505,20,0,10,1686.2272727272727,medium_risk,759
SYNTH_MEDIUM_RISK_69469,670,223,76010.12332794286,23285,25680.339394420625,74.74824703733103,100.0,40,45,36,124.5187165775401,medium_risk,673
SYNTH_MEDIUM_RISK_35939,390,57,123521.11789189077,14102,16754.976938201784,82.00120474105337,47.99452274503979,80,15,19,391.72222222222223,medium_risk,699
SYNTH_MEDIUM_RISK_31971,264,139,148714.3942183958,41770,50386.09867501944,80.37922808448322,100.0,0,15,16,334.16,medium_risk,638
SYNTH_MEDIUM_RISK_91848,532,190,91328.52211610136,11641,8769.877110519043,72.55147822182472,100.0,60,45,22,72.30434782608695,medium_risk,755
SYNTH_MEDIUM_RISK_53050,156,124,127616.36611666127,39883,35807.63269987455,56.479720943575956,100.0,80,60,28,343.8189655172414,medium_risk,728
SYNTH_MEDIUM_RISK_61747,727,167,203091.1444525464,25110,20383.90002921361,61.93224988629358,78.4396273248017,60,15,40,196.171875,medium_risk,669
SYNTH_MEDIUM_RISK_59954,620,192,110992.66538385116,26226,20628.886142239957,59.11447686743679,100.0,20,60,26,164.9433962264151,medium_risk,685
SYNTH_MEDIUM_RISK_85121,455,47,94721.21770579735,23416,22912.206606072024,60.53881407949927,34.52084021937462,40,45,23,1018.0869565217391,medium_risk,702
SYNTH_MEDIUM_RISK_78688,317,127,103293.65050868122,35806,29621.517590555857,62.05930504042322,100.0,20,30,38,325.5090909090909,medium_risk,647
SYNTH_MEDIUM_RISK_86488,375,182,68353.45551173692,27038,25151.94651109276,75.61891790235143,100.0,40,45,18,166.90123456790124,medium_risk,652
SYNTH_MEDIUM_RISK_11947,509,224,30610.265376686562,13860,13066.58568360956,61.489601815528395,100.0,60,30,48,70.35532994923858,medium_risk,653
SYNTH_MEDIUM_RISK_49280,569,117,157449.26320172235,22853,29677.38400097012,66.73234093904169,69.19612962496454,0,0,35,265.7325581395349,medium_risk,585
SYNTH_MEDIUM_RISK_47874,108,134,85060.87366874069,19936,25521.93121378394,79.24075357111246,100.0,40,75,35,154.54263565891472,medium_risk,745
SYNTH_MEDIUM_RISK_19542,596,151,157403.64204042594,30372,36967.15736994037,62.03026993904568,85.01873146329179,40,0,44,255.2268907563025,medium_risk,593
SYNTH_MEDIUM_RISK_95915,608,180,371938.07624064316,43586,55800.24608306548,77.10042449656846,98.52537989317125,40,15,3,296.5034013605442,medium_risk,696
SYNTH_MEDIUM_RISK_20002,186,80,28312.297210132958,13601,11869.600917464517,49.81248103854451,100.0,60,15,29,194.3,medium_risk,739
SYNTH_MEDIUM_RISK_51633,514,226,249069.37115110827,41324,37080.70206721862,62.14125019445534,100.0,100,30,20,208.7070707070707,medium_risk,769
SYNTH_MEDIUM_RISK_87952,682,141,112956.04305503442,11744,12537.01435223441,71.5756992145897,70.52693587451657,0,15,36,112.92307692307692,medium_risk,661
SYNTH_MEDIUM_RISK_16880,296,73,68971.72026347998,15251,13122.986008966654,60.19228952082693,79.29059573629111,40,0,22,267.56140350877195,medium_risk,620
SYNTH_MEDIUM_RISK_60622,406,130,63527.957736688884,23405,27937.646492467513,63.91610589132857,100.0,100,30,21,216.71296296296296,medium_risk,737
SYNTH_MEDIUM_RISK_35223,402,146,123231.92480132222,40882,30588.000745986414,72.94403172703205,100.0,40,90,2,329.69354838709677,medium_risk,793
SYNTH_MEDIUM_RISK_53915,421,221,481721.41756021883,49777,42377.32696479607,53.017936681956364,100.0,0,30,4,251.3989898989899,medium_risk,710
SYNTH_MEDIUM_RISK_45744,215,73,66242.23914919427,11933,14786.980820299505,52.33534077129611,100.0,20,15,14,192.46774193548387,medium_risk,696
SYNTH_MEDIUM_RISK_80030,208,123,117047.76815998473,29557,34397.292513316104,69.65804832349089,100.0,100,45,46,263.9017857142857,medium_risk,762
SYNTH_MEDIUM_RISK_95783,134,113,90937.80632776172,36980,28969.25270602821,61.8130686283776,100.0,0,45,15,348.8679245283019,medium_risk,629
SYNTH_MEDIUM_RISK_92901,541,208,167541.82305346313,21362,18804.69948605012,49.26686611052006,100.0,60,0,31,119.34078212290503,medium_risk,649
SYNTH_MEDIUM_RISK_52530,285,122,72434.17277112966,10514,11562.842801708992,59.42275997139708,100.0,20,30,38,98.26168224299066,medium_risk,715
SYNTH_MEDIUM_RISK_30645,260,65,44316.91908921453,7406,7593.500567615756,52.63399392645214,79.79442755628598,60,45,1,145.2156862745098,medium_risk,665
SYNTH_MEDIUM_RISK_26088,423,78,64727.92136455463,22086,28030.444333160678,69.679929214358,60.85433146091667,20,30,4,401.56363636363636,medium_risk,668
SYNTH_MEDIUM_RISK_66153,552,91,16803.13498793799,6605,7328.557157287999,48.86883461948513,55.76111679828868,80,45,46,108.27868852459017,medium_risk,623
SYNTH_MEDIUM_RISK_82944,102,31,197617.02460613134,24434,27673.293233814828,67.87563659464627,93.79926774929275,20,45,18,939.7692307692307,medium_risk,704
SYNTH_MEDIUM_RISK_34104,333,88,67654.33089936727,27561,31163.163876131464,75.51725359944336,85.50624491172377,0,15,23,393.72857142857146,medium_risk,658
SYNTH_MEDIUM_RISK_42206,667,193,25791.515030448263,4909,3507.654855150659,61.43735185239086,96.9539834489898,80,60,21,31.26751592356688,medium_risk,683
SYNTH_MEDIUM_RISK_36507,581,134,19087.985196221525,3976,3549.3092947696537,71.64214666740267,77.71053912455015,40,60,37,38.601941747572816,medium_risk,777
SYNTH_MEDIUM_RISK_33265,213,34,418181.83042072365,49296,55038.64996415851,71.24492727790529,50.171106504630174,40,15,23,2143.304347826087,medium_risk,622
SYNTH_MEDIUM_RISK_34172,566,177,224525.41201612962,48659,36220.26158022188,70.81570623560805,100.0,80,15,27,333.2808219178082,medium_risk,690
SYNTH_MEDIUM_RISK_70532,126,106,390995.39852107293,41905,32037.535664327585,75.57078748721673,100.0,40,30,42,419.05,medium_risk,759
SYNTH_MEDIUM_RISK_64697,249,211,221535.85876973424,45156,37691.56928969983,71.97612197576761,100.0,40,60,42,228.06060606060606,medium_risk,616
